,Name,Country,Brand,Categories,Tasting Notes,ABV,Base Ingredient,Years Aged,Rating,Rate Count,Price,Volume,Description
138,Smirnoff Strawberry,United States,Smirnoff Vodka,"American Vodka, Flavored Vodka, Vodka",,35%,,,4.7,23,$14.84 ,,"Infused with natural strawberry for a juicy berry finish, Smirnoff Strawberry is the perfect Vodka Specialty for your next cocktail party. Triple distilled, this 70 proof specialty spirit is smooth enough to drink on the rocks or in a round of vodka shots. Simply mix this gluten free vodka specialty with soda, lemonade or cranberry juice for a delicately sweet, refreshing tasting mixed drink that's quick and easy to make. Smirnoff Strawberry’s tasty fruit infused flavors allow for endless unique drink ideas. Smirnoff prides itself on bringing famous beverages to connoisseurs and newcomers alike, assuring the consistently great taste and quality expected from the makers of the World’s No. 1 vodka. Please enjoy responsibly."
141,Smirnoff Blueberry,United States,Smirnoff Vodka,"American Vodka, Flavored Vodka, Vodka",,35%,,,5,14,$14.84 ,,"Infused with a natural blueberry flavor for a smooth and delicious taste, Smirnoff Blueberry is the perfect Vodka Specialty for your next cocktail party. Triple distilled, this 70 proof specialty spirit is smooth enough to sip on the rocks or in a cocktail recipe with a fruity twist. Simply mix this vodka specialty with club soda, lemonade or cranberry juice for a refreshing tasting drink to serve up at your next party. This gluten free vodka specialty is also an essential ingredient in the delicious Blueberry Martini. Smirnoff Blueberry’s tasty fruit infused flavor allows for endless unique mixed drink ideas. Smirnoff prides itself on bringing famous beverages to connoisseurs and newcomers alike, assuring the consistently great taste and quality expected from the makers of the World’s No. 1 vodka. Please enjoy responsibly."
75,BACARDÍ Lime Flavored White Rum,Puerto Rico,Bacardi Rum,"Flavored Rum, Rum","Bold, Bright, Citrus, Fruity",35%,,,5,21,$14.94 ,,"Expertly blended for an intense fruit flavor, with aromas of lime zest and natural bright citrus notes. If an impromptu beach party had a flavor - BACARDÍ Lime would be it. Mix with cranberry juice, lemonade or your favorite soda to create a refreshing cocktail, and let the dancing begin!"
88,BACARDÍ Banana Flavored White Rum,Puerto Rico,Bacardi Rum,"Flavored Rum, Rum",,35%,,,5,5,$14.96 ,,"BACARDÍ Banana, a white rum expertly blended for character and flavor to create an authentic Banana taste.
BACARDÍ Banana has aroma notes of fruit and candy banana, sweet brown, caramel and vanilla with an aftertaste of sweet banana with burnt sugar, sweet brown notes and butterscotch."
174,Smirnoff Sours Fruit Punch,United States,Smirnoff Vodka,"American Vodka, Flavored Vodka, Vodka",,30%,,,5,1,$14.98 ,,"Whether you sip it on the rocks or with soda and a twist, Smirnoff Sours Fruit Punch is the perfect addition to a cocktail party. Our 60 proof vodka is infused with the tart taste of cherry and berries, resulting in a deliciously tangy and sweet drink. Triple distilled and 10 times filtered, our sour fruit punch specialty spirit is smooth enough to be taken alone or to add a tart kick to your favorite mixed drink. Simply pour in a chilled glass for a perfect shot. Smirnoff prides itself on bringing famous beverages to connoisseurs and newcomers alike, assuring the consistently great taste and quality expected from the makers of the World’s No. 1 vodka. Please drink responsibly."
145,Smirnoff Root Beer Float,United States,Smirnoff Vodka,"American Vodka, Vodka",,30%,,,5,11,$14.99 ,,"Smirnoff Root Beer Float is the perfect Vodka Specialty for your next cocktail party, infused with the flavors of a root beer float for the perfect balance of vanilla, spice and sweetness. This specialty is triple distilled, making it smooth enough to enjoy over ice or for a round of shots. Simply mix with Zacapa Rum, half & half and maple syrup for a smooth, creamy Spiked Milkshake cocktail. Smirnoff Root Beer Float’s rich infused flavors allow for endless unique drink ideas.  Smirnoff prides itself on bringing famous beverages to connoisseurs and newcomers alike, assuring the consistently great taste and quality expected from the makers of the World’s No. 1 vodka. Please enjoy responsibly."
167,Smirnoff Sorbet Light Mango Passion Fruit,United States,Smirnoff Vodka,"American Vodka, Vodka",,30%,,,5,1,$14.99 ,,"A full-flavored, sorbet-inspired vodka specialty with natural fruit flavor, containing subtly sweet, juicy mango notes, perfumed passion fruit, ripe orange, and a cool, refreshing finish. SMIRNOFF SORBET® Light Mango Passion Fruit offers sophisticated fun with only 78 calories per 1.5 fl. oz."
71,BACARDÍ Coconut Flavored White Rum,Puerto Rico,Bacardi Rum,"Flavored Rum, Rum","Crisp, Fresh, Rich",35%,,,4.8,43,$14.99 ,,"BACARDÍ rum and coconut. What could taste more like summer sun and sandy beaches? The perfect blend of white rum and essence of real coconut will transport you to a tropical paradise, even when it's raining outside. The aroma is pure, rich coconut. The flavor? Intense coconut, naturally enough, but with a clean fresh finish on the mouth."
74,BACARDÍ Dragonberry Flavored White Rum,Puerto Rico,Bacardi Rum,"Flavored Rum, Rum","Berry, Fresh, Fruity, Red Fruit, Sweet",35%,,,5,24,$14.99 ,,"Acquire the taste for exotic dragonfruit, blended with the sweetness of juicy strawberries. BACARDÍ Dragonberry rum brings you a bold new flavor that's unlike any other spirit you've ever tasted.
Fresh bursts of strawberry meet the more subtle sweetness of dragonfruit in this unique flavored rum. Try it with soda and lime for a tall glass of summery sophistication."
79,BACARDÍ Pineapple Flavored White Rum,Puerto Rico,Bacardi Rum,"Flavored Rum, Rum","Light, Sweet, Tropical Fruit",35%,,,5,14,$14.99 ,,"BACARDÍ Pineapple rum is a unique fusion of naturally fresh pineapple and white rum - an alluring natural sweet pineapple aroma with a light pineapple taste and a hint of coconut. Open a bottle and take your taste buds on a trip to the tropics, without ever leaving your own back yard."
87,BACARDÍ Raspberry Flavored White Rum,Puerto Rico,Bacardi Rum,"Flavored Rum, Rum",,35%,,,5,6,$14.99 ,,BACARDÍ Raspberry Flavored Rum is a carefully crafted product that infuses BACARDÍ rum with the essence of dark and sweet Marion berries and slightly tart red raspberries.
129,Smirnoff Passion Fruit,United States,Smirnoff Vodka,"American Vodka, Flavored Vodka, Vodka",,35%,,,4.7,66,$14.99 ,,"Smirnoff Passion Fruit is the perfect Vodka Specialty to feature at your next cocktail party, infused with the sweet tart flavor of tropical passion fruit. This vodka specialty is triple distilled, making this specialty spirit smooth enough for enjoying on the rocks or for a round of vodka shots. Simply combine this 70 proof vodka specialty with lemonade, shake and pour over ice, and garnish with a lemon slice for a refreshing Passion Fruit Lemonade mixed drink. Smirnoff Passion Fruit’s tasty fruit infused flavors allow for endless unique drink ideas.Smirnoff prides itself on bringing famous beverages to connoisseurs and newcomers alike, assuring the consistently great taste and quality expected from the makers of the World’s No. 1 vodka. Please enjoy responsibly."
147,Smirnoff Grape,United States,Smirnoff Vodka,"American Vodka, Vodka",,35%,,,5,7,$14.99 ,,"Infused with natural grape flavor for a sweet and fruity finish, Smirnoff Grape is the perfect Vodka Specialty for your next get-together or evening out with friends. Triple distilled, this gluten free vodka specialty is smooth enough to be enjoyed on the rocks, in a round of vodka shots or added as a delicious kick to your favorite mixed drink at your next cocktail party. Simply mix this triple distilled vodka specialty with soda water, lemonade or iced tea to make a delicious specialty vodka drink. Smirnoff Grape’s tasty fruit infused flavors allow for endless unique drink ideas. Smirnoff prides itself on bringing famous beverages to connoisseurs and newcomers alike, assuring the consistently great taste and quality expected from the makers of the World’s No. 1 vodka. Please enjoy responsibly."
157,Smirnoff Mango,United States,Smirnoff Vodka,"American Vodka, Flavored Vodka, Vodka",,35%,,,5,3,$14.99 ,,"Infused with the natural flavor of juicy mangoes, Smirnoff Mango is the perfect Vodka Specialty for your next cocktail party, adding a tropical twist to all of your drinks. This specialty is triple distilled, making it one of the smoothest specialty spirits. It is perfect to drink on the rocks, in a mixed drink or for a round of shots. Simply mix with triple sec liqueur, cranberry juice and lime juice for a Mango Cosmo or combine with your favorite fruit juices for a delicious summer punch. Smirnoff Mango’s tasty fruit infused flavors allow for endless unique drink ideas.  Smirnoff prides itself on bringing famous beverages to connoisseurs and newcomers alike, assuring the consistently great taste and quality expected from the makers of the World’s No. 1 vodka. Please enjoy responsibly."
173,Smirnoff Coconut,United States,Smirnoff Vodka,"American Vodka, Vodka",,35%,,,5,1,$14.99 ,,"Whether you sip it on the rocks or with soda and a twist, Smirnoff Coconut is the perfect addition to a cocktail party. Our 70 proof vodka is infused with natural coconut flavor for a delicate, sweet taste and easy finish. Triple distilled and 10 times filtered, our coconut specialty spirit is smooth enough to be taken alone or added to your favorite mixed drink for a delicious kick. Simply mix with pineapple juice, pour over ice and garnish with a pineapple slice and mint sprig for a refreshing tasting Crowd Surfer cocktail.  Smirnoff prides itself on bringing famous beverages to connoisseurs and newcomers alike, assuring the consistently great taste and quality expected from the makers of the World’s No. 1 vodka. Please drink responsibly."
68,BACARDÍ Black Rum,Puerto Rico,Bacardi Rum,"Dark Rum, Rum","Caramel, Smoky, Sweet, Tropical Fruit, Vanilla",40%,,,4.6,52,$14.99 ,,"BACARDÍ Black rum is a medium-bodied black rum, crafted with passion by the Maestros de Ron Bacardí. Its rich, dark flavors develop in heavily charred oak barrels and are shaped through a secret blend of charcoals. Some might call it black magic.

A journey that begins with sweet, tropical fruit, buttery caramel and vanilla notes and ends with a smoky liquorice and molasses finish. Savor every moment of it."
105,BACARDÍ Tangerine Flavored White Rum,Puerto Rico,Bacardi Rum,"Flavored Rum, Rum",,40%,,,5,1,$14.99 ,,"BACARDÍ® TANGERINE Flavored Rum is infused with rich tangerine flavors to create a tangy and fresh taste, inspired by the brand's Caribbean heritage. BACARDÍ®  TANGERINE is a BACARDÍ original flavor that is great as a shot drink or mixed with fruit juices and soda water for a refreshing drink that's full of flavor."
108,BACARDÍ Torched Cherry Flavored White Rum,Puerto Rico,Bacardi Rum,"Flavored Rum, Rum",,35%,,,5,1,$15.32 ,,"BACARDÍ® TORCHED CHERRY combines the rich, bold taste of Barbados Cherries with a light, smooth infusion of torched Plant Aloe. This unique flavor brings an exotic new twist to martinis, tonic, citrus soda or juices."
66,BACARDÍ Superior White Rum,Puerto Rico,Bacardi Rum,"Rum, White Rum","Floral, Fruity, Light, Oak, Smooth, Vanilla",40%,,,4.9,761,$15.39 ,,"Bacardi Superior is Bacardi's flagship rum and the one that started it all way back in 1862. In this year, founder Don Facundo Bacardi purchased the land in Cuba that would become the distillery that changed the way the world drank rum. By pioneering charcoal filtration and purposeful aging, Bacardi created Bacardi white rum, which set the standard for flavor and balance. However, it wasn't without hardship. The Cuban Revolution forced Bacardi from Cuba, and today, the Cathedral of Rum is in Puerto Rico. It still imparts all the distillation processes that make it the world's top-selling rum brand, and the stuff that every rapper and pop icon seems to consider the ultimate party accompaniment.

With its unique balance and light taste, Bacardi Superior pairs beautifully with mint and lime without being overly dominant in the cocktail. This means that it's perfect for a mojito or a Cuba Libre, but without the overwhelming taste of alcohol. The reason for this wonderful marriage lies in the undertones of the rum, which imparts flavors such as citrus, coriander and ginger. Each batch of Bacardi White Rum gets these flavors thanks to the highest-quality ingredients, including sugar cane and yeasts that are only found in the Caribbean."
119,Bacardi Oakheart Spiced Rum,Puerto Rico,Bacardi Rum,"Rum, Spiced Rum",,35%,,,5,1,$15.49 ,,
100,BACARDÍ Party Drinks Mai Tai,Puerto Rico,Bacardi Rum,Ready-to-Drink,,10%,,,5,1,$15.99 ,,"A Mai Tai Cocktail with exotic fruit flavors and Bacardi® Rum Bacardi Rums Blended with Natural and Artificial Flavors, Certified Colors, Caramel Color."
99,Bacardi Rum Runner,United States,Bacardi Rum,Ready-to-Drink,Sweet,12.50%,,,5,1,$15.99 ,,A refreshing mix of Bacardi rum and quality ingredients make this ready to serve drink. Just open and pour over ice. Sweet rum and exotic flavors. This taste of the tropics satisfies even the most savage thirst.
95,BACARDÍ Apple Flavored White Rum,Puerto Rico,Bacardi Rum,"Flavored Rum, Rum",Apple,35%,,,5,2,$15.99 ,,"A crisp flavor of fresh, mouth-watering apples. A barrelful of the best, juiciest apples - including Fuji, Golden Delicious, and Granny Smith varieties - is combined with premium Bacardi Rum to create a bold taste with big bite."
107,Bacardi Rock Coconut,Puerto Rico,Bacardi Rum,"Flavored Rum, Rum",,35%,,,5,1,$15.99 ,,BACARDÍ® ROCK COCONUT is an intense infusion of exotic coconut and nutrient-rich coconut water that has a deliciously unique flavor unlike anything else.
112,BACARDÍ Arctic Grape Flavored White Rum,Puerto Rico,Bacardi Rum,"Flavored Rum, Rum",,35%,,,5,1,$15.99 ,,"BACARDI ARCTIC GRAPE™ is a brilliant flavor combination of refreshingly tart white grapes and the exotic, dynamic taste of Arctic berries."
124,Smirnoff No. 21 Vodka,United States,Smirnoff Vodka,"American Vodka, Best Vodka, Cheap Vodka, Vodka",,40%,,,4.9,966,$16.49 ,750ml,"Whether you sip it on the rocks or with soda and a twist, Smirnoff No. 21 is the perfect addition to a cocktail party. Our award-winning, 80 proof vodka has robust flavor with a dry finish for ultimate smoothness and clarity.

Triple distilled and 10 times filtered, our vodka traditionally can be taken alone or added to your favorite mixed drink. Simply mix with ginger beer and lime juice for a classic Moscow Mule.

Founded in 1864, the Smirnoff brand traveled from Russia to the rest of the world due to our award-winning quality and smooth liquid. We pride ourselves on bringing our famous beverage to connoisseurs and newcomers alike, assuring the consistently great taste and quality expected from our traditionally distilled vodka. Please drink responsibly."
72,BACARDÍ Ready-to-Serve Bahama Mama Cocktail,Puerto Rico,Bacardi Rum,"Bahama Mama Ready-to-Drink, Ready-to-Drink",Tropical Fruit,10%,,,5,26,$16.99 ,,"BACARDÍ Ready to Serve Cocktails are convenient and ready to party. No need to mix, prepare or buy other ingredients, giving you more time to enjoy the moment. Made with BACARDÍ Rum, natural flavors, real ingredients (cane sugar, natural juices or concentrates), and no artificial sweeteners. Consistently high quality and always refreshing, fun and full-flavored at 12.5% ABV."
77,BACARDÍ Ready-to-Serve Zombie Cocktail,United States,Bacardi Rum,"Mojito Ready-to-Drink, Ready-to-Drink",Tropical Fruit,12.50%,,,5,16,$16.99 ,,"BACARDÍ Ready to Serve Cocktails are convenient and ready to party. No need to mix, prepare or buy other ingredients, giving you more time to enjoy the moment. Made with BACARDÍ Rum, natural flavors, real ingredients (cane sugar, natural juices or concentrates), and no artificial sweeteners. Consistently high quality and always refreshing, fun and full-flavored at 12.5% ABV."
89,BACARDÍ Classic Cocktails Rum Punch,Puerto Rico,Bacardi Rum,"Flavored Rum, Rum",,15%,,,4.1,6,$16.99 ,,"Since its creation in 1862, BACARDÍ has inspired the world's favorite cocktails, including the rum punch. Experience the delicious and natural taste of BACARDÍ Classic Cocktails Rum Punch. Simply pour over ice and add your personal twist with garnish of orange or pineapple."
110,BACARDÍ Peach Red Flavored White Rum,Puerto Rico,Bacardi Rum,"Flavored Rum, Rum",,35%,,,5,1,$17.99 ,,BACARDÍ PEACH RED brings fresh peach flavor to the heart of any cocktail. Sweet nectar from juicy California Freestone Peaches are infused with smooth BACARDÍ rum for the perfect taste of peach.
348,Jose Cuervo Authentic Strawberry Lime Margarita,Mexico,Jose Cuervo,"Margarita Ready-to-Drink, Ready-to-Drink",,9.95%,,,5,20,$18.99 ,,"Jose Cuervo® Authentic Margarita Strawberry Lime is a flavorful blend of the classic margarita with juicy strawberry and zesty lime to complement. The flavor is of red berry upfront then mellows, fades to wine and mixed citrus. Juicy orange and tequila are tasted throughout. Just chill, pour and serve, or blend with ice! (9.95% ABV – 19.9 proof). 
• America’s Favorite Ready-to-Drink Margarita, Authentic Cuervo® Margaritas are made exclusively with Jose Cuervo® tequila."
186,Jack Daniel’s Tennessee Cider Winter Jack,United States,Jack Daniels,"Flavored Whiskey, Whiskey",,15%,,,5,39,$18.99 ,,"Jack Daniel’s Winter Jack is a seasonal blend of apple cider liqueur, Jack Daniel’s Old No. 7 Tennessee Whiskey and holiday spices, based on an original family recipe from Jack’s home in Lynchburg, Tennessee. Even if you live in a place where it’s never cold or snowy, you’ll never regret being prepared. Our heartwarming Tennessee Cider should always be enjoyed with friends and family."
93,BACARDÍ Grapefruit Flavored White Rum,Cuba,Bacardi Rum,"Flavored Rum, Rum",,35%,,,5,2,$18.99 ,,"BACARDÍ® GRAPEFRUIT Flavored Rum is infused with pink grapefruit flavors to create a semi-sweet, citrus taste. Pair BACARDÍ Grapefruit with pink lemonade for a refreshing and delicious shot drink, or use it to add a new grapefruit twist to old classics like the Mojito and Mule."
156,Smirnoff Dark Roasted Espresso,United States,Smirnoff Vodka,"American Vodka, Vodka",,50%,,,5,3,$18.99 ,,"Whether you sip it on the rocks or want to add some fun to a cup of hot cocoa, Smirnoff Dark Roasted Espresso is the perfect addition to a cocktail party. Our 100 proof vodka is infused with a strong java taste for a rich and bold flavor. 

Triple distilled and 10 times filtered, our espresso specialty spirit is smooth enough to be taken alone or to add a delicious kick to confectionery mixed drinks. Simply add to your favorite coffee or hot cocoa. 

Founded in 1864, the Smirnoff brand traveled from Russia to the rest of the world due to our award-winning quality and smooth liquid. We pride ourselves on bringing our famous beverage to connoisseurs and newcomers alike, assuring the consistently great taste and quality expected from our traditionally distilled vodka. Please drink responsibly."
86,BACARDÍ Ready-to-Serve Mojito Cocktail,Puerto Rico,Bacardi Rum,"Mojito Ready-to-Drink, Ready-to-Drink","Citrus, Mint",12.50%,,,5,6,$19.43 ,,"BACARDÍ Ready to Serve Cocktails are convenient and ready to party. No need to mix, prepare or buy other ingredients, giving you more time to enjoy the moment. Made with BACARDÍ Rum, natural flavors, real ingredients (cane sugar, natural juices or concentrates), and no artificial sweeteners. Consistently high quality and always refreshing, fun and full-flavored at 12.5% ABV."
70,BACARDÍ Coquito Coconut Cream Liqueur,Puerto Rico,Bacardi Rum,"Cream Liqueur, Liqueur",Creamy,13%,,,4.8,45,$19.99 ,,"Coquito, meaning ""Little Coconut,"" in Spanish is a traditional Christmas drink originating from Puerto Rico. This delicious Coquito embodies Bacardi traditional rum production with a silky coconut flavor, toasty spices and hints of vanilla and cinnamon that celebrate the Caribbean culture and holidays."
62,DeKuyper Classic Ol’ Fashion Liqueur,United States,DeKuyper Liqueur,"Liqueur, Other Liqueur",,15%,,,5,1,$19.99 ,,"The DeKuyper Classic Ol' Fashion provides cocktail makers a means to quickly and consistently make a classic Old Fashioned cocktail with a DeKuyper cocktial liqueur. Just add bourbon, stir and sip. Before you can say, 'cheers', you'll be serving up this classic cocktail with all of the flavor and none of the hassle."
47,"JDK , Sons Fleur Elderflower Liqueur",United States,DeKuyper Liqueur,Liqueur,,20%,,,5,1,$19.99 ,,"Express yourself the French way with Fleur, an elderflower liqueur with a sweet fruity aroma and subtle hints of floral and tropical fruits"
116,BACARDÍ Grand Melon Flavored White Rum,Puerto Rico,Bacardi Rum,"Flavored Rum, Rum",,32%,,,5,1,$19.99 ,,"BACARDI Grand Melón has the ripe, full flavor and aroma of fresh, juicy watermelon. The essence of real watermelon is combined with smooth BACARDI rum for fresh watermelon flavor in every sip."
96,Bacardi Peach Red,Puerto Rico,Bacardi Rum,"Flavored Rum, Rum",,35%,,,5,2,$19.99 ,,BACARDÍ PEACH RED brings fresh peach flavor to the heart of any cocktail. Sweet nectar from juicy California Freestone Peaches are infused with smooth BACARDÍ rum for the perfect taste of peach.
106,BACARDÍ Black Razz Flavored White Rum,Cuba,Bacardi Rum,"Flavored Rum, Rum",,35%,,,5,1,$19.99 ,,"BACARDÍ® BLACK RAZZ features our juiciest raspberry flavor yet, and enhances it with a hint of black sapote, a fruit that hails form Mexico and has a mild chocolate-like taste."
224,Jack Daniel’s Tennessee Honey W/2 Glasses,United States,Jack Daniels,"Flavored Whiskey, Whiskey",,35%,,,5,1,$19.99 ,,Jack Daniel's Tennessee Honey W/2 Glasses
111,BACARDÍ Anejo Rum,Puerto Rico,Bacardi Rum,Rum,,40%,,,5,1,$19.99 ,,"Originated in 1862, BACARDI Añejo rum is original, mixable light-bodied, premium aged rum. Aged for up to three years, it is blended to achieve characteristic BACARDI smoothness."
345,Jose Cuervo Especial Gold,Mexico,Jose Cuervo,"Gold Tequila, Tequila",,40%,,,4.9,214,$19.99 ,,"The #1 tequila brand in the world, Jose Cuervo Especial® Gold is a golden blend of reposado and younger tequilas. Its light gold color and sweet aroma has pleasant agave notes. With a sweet, subtle agave flavor and hints of oak and vanilla, Especial® Gold boasts a well-balanced, short, smooth finish. (40% ABV-80 proof)
• In history and today, Jose Cuervo® Especial is the popular choice for crafting any Margarita: frozen or on the rocks. Jose Cuervo® knows how to craft tequila."
10,"John DeKuyper , Sons 03 Premium Orange Liqueur",United States,DeKuyper Liqueur,"Citrus, Triple Sec Liqueur, Liqueur",,56.80%,,,5,6,$19.99 ,,"Add rich orange flavor to your cocktail repertoire with JDK , Sons™ O3 Premium Orange Liqueur. Crafted with 100% Brazilian Pera Oranges, this liqueur gives your cocktail a bold citrus twist. Combining the rind, juice, and pulp, it balances soft, sweet orange aromas with a hint of orange peel and true orange flavor without artificial flavors."
97,BACARDÍ Classic Cocktails Strawberry Daiquiri,Puerto Rico,Bacardi Rum,"Daiquiri Ready-to-Drink, Ready-to-Drink",,15%,,,5,1,$20.00 ,,"Since its creation in 1862, BACARDÍ has inspired the world's favorite cocktails, including the strawberry daiquiri. Experience the delicious and natural taste of BACARDÍ Strawberry Daiquiri. Simply pour over ice and add your personal twist with garnish of lime or strawberry."
128,Smirnoff Green Apple,United States,Smirnoff Vodka,"American Vodka, Best Vodka, Flavored Vodka, Vodka",,35%,,,4.8,89,$20.99 ,,"Infused with the tart but sweet flavor of green apples, Smirnoff Green Apple is the perfect Vodka Specialty for your next cocktail party. Triple distilled, this 70 proof specialty spirit is smooth enough to drink on the rocks or in a round of shots. Simply mix this vodka specialty with lemon juice, simple syrup and a muddled basil sprig, and top with soda for a tangy Basil Apple cocktail. This specialty spirit also pairs well with soda water, lemonade or pineapple juice for fruity, delicious mixed drink options. Smirnoff Green Apple’s tasty fruit infused flavors allow for endless unique drink ideas. Smirnoff prides itself on bringing famous beverages to connoisseurs and newcomers alike, assuring the consistently great taste and quality expected from the makers of the World’s No. 1 vodka. Please enjoy responsibly."
148,Smirnoff Lime,United States,Smirnoff Vodka,"American Vodka, Flavored Vodka, Vodka",,35%,,,5,7,$20.99 ,,"Infused with a natural lime flavor for a refreshing citrus taste, Smirnoff Lime is the perfect Vodka Specialty for your next cocktail party. It features a tart citrus flavor, which adds a great balance to your mixed drinks. Gluten free and triple distilled, this 70 proof specialty spirit is smooth enough to drink by itself on the rocks or for a round of vodka shots. Simply mix this Kosher Certified vodka specialty with club soda, cranberry juice or orange juice for a sweet and tangy vodka drink that's easy to create and is sure to delight. Smirnoff Lime’s tasty fruit infused flavors allow for endless unique drink ideas.  Smirnoff prides itself on bringing famous beverages to connoisseurs and newcomers alike, assuring the consistently great taste and quality expected from the makers of the World’s No. 1 vodka. Please enjoy responsibly."
162,Smirnoff Mojito,United States,Smirnoff Vodka,Vodka,,35%,,,5,1,$20.99 ,,Host the perfect party by serving bar quality Smirnoff Cocktails at home. You are guaranteed the perfect cocktail in every pour.
81,BACARDÍ Anejo Cuatro,Puerto Rico,Bacardi Rum,"Aged Rum, Rum","Honey, Oak, Vanilla",40%,,,5,13,$21.19 ,,"A four-year-old golden rum that's inspired by Bacardi founder Don Facundo's original recipe. Anejo Cuatro is a vibrant spirit with notes of honey, vanilla and oak spices, as well as a smooth palate that's rounded out by the inclusion of some five- and six-year-old rums."
347,Jose Cuervo Golden Margarita,Mexico,Jose Cuervo,"Margarita Ready-to-Drink, Ready-to-Drink",,12.70%,,,5,72,$21.99 ,,"Made with Jose Cuervo® Gold tequila, Grand Marnier® liqueur and lime, the Cuervo Golden Margarita® is the most authentic premium ready-to-serve margarita. Its flavor profile is tart key limes and custardy lemon up front, fading into a mix of tequila and the complex orange cognac of Grand Mariner. Just chill, pour and serve, or blend with ice! (12.7% ABV – 25.4 proof) 
• Jose Cuervo® Margaritas are the #1 Ready-to-Drink cocktails and the #1 Margarita in the USA."
83,BACARDÍ Select,Puerto Rico,Bacardi Rum,"Dark Rum, Rum",,40%,,,4.4,9,$22.94 ,,"Black rum distilled from fermented molasses. Blend of rums up to four years old. Reintroduced as Bacardi Select, this was previously known as Bacardi Black. The young age of the rum comes through in spite of the caramel coloring. This is, however, a good rum to mix in rum cocktails to give them extra color."
73,BACARDÍ Spiced Rum,Puerto Rico,Bacardi Rum,"Rum, Spiced Rum","Caramel, Creamy, Smoky, Smooth",35%,,,5,26,$22.99 ,,"BACARDÍ Oakheart is now BACARDÍ Spiced Rum. Same great taste, new look. 

The Bacardi Master Rum Blenders have created the perfectly mixable rum that is blended with mellow vanilla flavors, natural nutmeg and cinnamon spices. Bacardi Spiced Rum’s caramel-like vanilla flavor is made from an extraction of Madagascan Bourbon Vanilla Beans. The vanilla aroma is further enhanced by the subtle notes of almond and dried, dark fruits  found in the profile of the base rum. The hint of smokiness comes from the charred oak barrels used in the rum aging process. With the infusion of cinnamon and nutmeg, the oakwood spiciness extracted from the barrel is lifted. A touch of honey rounds out the flavor and keeps all of the aromatics in balance."
69,BACARDÍ Limón Flavored White Rum,Puerto Rico,Bacardi Rum,"Flavored Rum, Rum","Citrus, Fresh, Fruity, Grapefruit",35%,,,5,44,$23.36 ,,"We named BACARDÍ Limón rum after the Spanish word for lemon. But it gets its fresh flavor from a blend of three citrus fruits; lemon, lime and grapefruit. So what does it taste like? Sunshine! Fresh, crisp citrus aromas and a robust full citrus taste."
94,BACARDÍ Orange Flavored White Rum,Puerto Rico,Bacardi Rum,"Flavored Rum, Rum",,35%,,,5,2,$23.99 ,,"BACARDI Orange is a carefully crafted product that infuses BACARDI rum with the essence of Mandarin Oranges from Sicily, Valencia Oranges from Florida and Dancy Tangerines from Brazil, Israel and Florida."
67,BACARDÍ Gold Rum,Puerto Rico,Bacardi Rum,"Gold Rum, Rum","Banana, Butter, Caramel, Citrus, Oak, Rich, Toasty, Vanilla",40%,,,4.8,170,$23.99 ,,"BACARDÍ Gold rum is the proud creation of the Maestros de Ron Bacardí. They expertly craft its rich flavors and golden complexion in toasted oak barrels. And the secret behind that unique mellow character? That comes from a blend of charcoals known only to them.
BACARDÍ Gold rum brings together rich, soothing flavors like vanilla, buttery caramel, toasted almond and sweet banana notes balanced by the warm zest of orange peel and a light, oaky finish."
211,Jack Daniel’s Black NBA Gift Set,United States,Jack Daniels,"American Whiskey, Whiskey",,40%,,,5,1,$23.99 ,,"Did you know Jack Daniel's is now the Official NBA Partner?  We know it's not March Madness but while rooting for your favorite teams cheers your friends and rivals with this Jack Daniel's NBA Limited Edition Gift Set. The NBA and Jack Daniel's team up to launch this Whiskey NBA Limited Edition Gift Set. This Jack Daniel's Gift Set features two NBA glasses in a printed box featuring all 30 teams in the NBA. Trust us when we say you need this for every game!  The partnership, which also spans to the WNBA, D-League and USA Basketball, is the largest partnership with a professional sports league in Jack Daniel's 150-year history.  Cozy up on your couch, pour a glass of Jack and root for your team in style with this Jack Daniel's NBA Limited Edition Gift Set"
216,Jack Daniel’s No. 7 Tampa Bay Lightning Edition,United States,Jack Daniels,"American Whiskey, Whiskey",,40%,,,5,1,$23.99 ,,Jack Daniel's No. 7 Tampa Bay Lightning Edition
352,Jose Cuervo Tradicional Reposado,Mexico,Jose Cuervo,"Reposado Tequila, Tequila",,40%,,,5,15,$23.99 ,,"Artisanal Jose Cuervo Tradicional® Reposado is made from select aged 100% blue agave and is very “tequilero” in character. It is light straw in color and has an herbaceous essence of agave. Its flavor is of cooked agave with oak notes. Its finish is warm and spicy. (40% ABV-80 proof). • Family Estate Grown, Small-Batch Tequila. Tradicional® celebrates a family tradition started over 200 years ago. The agave is harvested from the family estate, the largest agave holder in all of Mexico."
